Date,date,date,price,info
22.12.2014,Dec-14,2014,7.09,
23.12.2014,Dec-14,2014,7.24,
24.12.2014,Dec-14,2014,#N/A,
25.12.2014,Dec-14,2014,#N/A,
26.12.2014,Dec-14,2014,#N/A,
27.12.2014,Dec-14,2014,#N/A,
28.12.2014,Dec-14,2014,#N/A,
29.12.2014,Dec-14,2014,7.24,
30.12.2014,Dec-14,2014,7.2,
31.12.2014,Dec-14,2014,#N/A,
01.01.2015,Jan-15,2015,#N/A,
02.01.2015,Jan-15,2015,7.01,
03.01.2015,Jan-15,2015,#N/A,
04.01.2015,Jan-15,2015,#N/A,
05.01.2015,Jan-15,2015,6.91,
06.01.2015,Jan-15,2015,6.78,
07.01.2015,Jan-15,2015,6.77,
08.01.2015,Jan-15,2015,6.81,
09.01.2015,Jan-15,2015,6.71,
10.01.2015,Jan-15,2015,#N/A,
11.01.2015,Jan-15,2015,#N/A,
12.01.2015,Jan-15,2015,6.71,
13.01.2015,Jan-15,2015,7.29,
14.01.2015,Jan-15,2015,7.17,
15.01.2015,Jan-15,2015,7.14,
16.01.2015,Jan-15,2015,7.13,
17.01.2015,Jan-15,2015,#N/A,
18.01.2015,Jan-15,2015,#N/A,
19.01.2015,Jan-15,2015,7.22,
20.01.2015,Jan-15,2015,7.17,
21.01.2015,Jan-15,2015,7.3,
22.01.2015,Jan-15,2015,6.79,
23.01.2015,Jan-15,2015,6.8,
24.01.2015,Jan-15,2015,#N/A,
25.01.2015,Jan-15,2015,#N/A,
26.01.2015,Jan-15,2015,6.85,
27.01.2015,Jan-15,2015,6.83,
28.01.2015,Jan-15,2015,6.95,
29.01.2015,Jan-15,2015,7.06,
30.01.2015,Jan-15,2015,7.08,
31.01.2015,Jan-15,2015,#N/A,
01.02.2015,Feb-15,2015,#N/A,
02.02.2015,Feb-15,2015,7.12,
03.02.2015,Feb-15,2015,7.07,
04.02.2015,Feb-15,2015,6.91,
05.02.2015,Feb-15,2015,7,
06.02.2015,Feb-15,2015,6.95,
07.02.2015,Feb-15,2015,#N/A,
08.02.2015,Feb-15,2015,#N/A,
09.02.2015,Feb-15,2015,6.92,
10.02.2015,Feb-15,2015,7.08,
11.02.2015,Feb-15,2015,7.22,
12.02.2015,Feb-15,2015,7.4,
13.02.2015,Feb-15,2015,7.63,
14.02.2015,Feb-15,2015,#N/A,
15.02.2015,Feb-15,2015,#N/A,
16.02.2015,Feb-15,2015,7.66,
17.02.2015,Feb-15,2015,7.48,
18.02.2015,Feb-15,2015,7.5,
19.02.2015,Feb-15,2015,7.34,
20.02.2015,Feb-15,2015,7.31,
21.02.2015,Feb-15,2015,#N/A,
22.02.2015,Feb-15,2015,#N/A,
23.02.2015,Feb-15,2015,7.67,
24.02.2015,Feb-15,2015,7.44,
25.02.2015,Feb-15,2015,7.39,
26.02.2015,Feb-15,2015,7.07,
27.02.2015,Feb-15,2015,7.08,
28.02.2015,Feb-15,2015,#N/A,
01.03.2015,Mar-15,2015,#N/A,
02.03.2015,Mar-15,2015,6.95,
03.03.2015,Mar-15,2015,6.74,
04.03.2015,Mar-15,2015,6.99,
05.03.2015,Mar-15,2015,6.75,
06.03.2015,Mar-15,2015,6.81,
07.03.2015,Mar-15,2015,#N/A,
08.03.2015,Mar-15,2015,#N/A,
09.03.2015,Mar-15,2015,6.69,
10.03.2015,Mar-15,2015,6.8,
11.03.2015,Mar-15,2015,6.75,
12.03.2015,Mar-15,2015,6.42,
13.03.2015,Mar-15,2015,6.49,
14.03.2015,Mar-15,2015,#N/A,
15.03.2015,Mar-15,2015,#N/A,
16.03.2015,Mar-15,2015,6.48,
17.03.2015,Mar-15,2015,6.74,
18.03.2015,Mar-15,2015,6.74,
19.03.2015,Mar-15,2015,6.68,
20.03.2015,Mar-15,2015,7.01,
21.03.2015,Mar-15,2015,#N/A,
22.03.2015,Mar-15,2015,#N/A,
23.03.2015,Mar-15,2015,7.04,
24.03.2015,Mar-15,2015,7.05,
25.03.2015,Mar-15,2015,6.96,
26.03.2015,Mar-15,2015,6.95,
27.03.2015,Mar-15,2015,6.79,
28.03.2015,Mar-15,2015,#N/A,
29.03.2015,Mar-15,2015,#N/A,
30.03.2015,Mar-15,2015,6.88,
31.03.2015,Mar-15,2015,6.91,
01.04.2015,Apr-15,2015,7.15,
02.04.2015,Apr-15,2015,7.15,
03.04.2015,Apr-15,2015,#N/A,
04.04.2015,Apr-15,2015,#N/A,
05.04.2015,Apr-15,2015,#N/A,
06.04.2015,Apr-15,2015,#N/A,
07.04.2015,Apr-15,2015,7.1,
08.04.2015,Apr-15,2015,7.12,
09.04.2015,Apr-15,2015,7.02,
10.04.2015,Apr-15,2015,6.98,
11.04.2015,Apr-15,2015,#N/A,
12.04.2015,Apr-15,2015,#N/A,
13.04.2015,Apr-15,2015,6.8,
14.04.2015,Apr-15,2015,6.8,
15.04.2015,Apr-15,2015,6.86,
16.04.2015,Apr-15,2015,6.89,
17.04.2015,Apr-15,2015,6.82,
18.04.2015,Apr-15,2015,#N/A,
19.04.2015,Apr-15,2015,#N/A,
20.04.2015,Apr-15,2015,7.12,
21.04.2015,Apr-15,2015,7.08,
22.04.2015,Apr-15,2015,7.1,
23.04.2015,Apr-15,2015,7.26,
24.04.2015,Apr-15,2015,7.28,
25.04.2015,Apr-15,2015,#N/A,
26.04.2015,Apr-15,2015,#N/A,
27.04.2015,Apr-15,2015,7.18,
28.04.2015,Apr-15,2015,7.35,
29.04.2015,Apr-15,2015,7.47,
30.04.2015,Apr-15,2015,7.39,
01.05.2015,May-15,2015,#N/A,
02.05.2015,May-15,2015,#N/A,
03.05.2015,May-15,2015,#N/A,
04.05.2015,May-15,2015,7.61,
05.05.2015,May-15,2015,7.57,
06.05.2015,May-15,2015,7.54,
07.05.2015,May-15,2015,7.43,
08.05.2015,May-15,2015,7.54,
09.05.2015,May-15,2015,#N/A,
10.05.2015,May-15,2015,#N/A,
11.05.2015,May-15,2015,7.62,
12.05.2015,May-15,2015,7.63,
13.05.2015,May-15,2015,7.61,
14.05.2015,May-15,2015,7.56,
15.05.2015,May-15,2015,7.58,
16.05.2015,May-15,2015,#N/A,
17.05.2015,May-15,2015,#N/A,
18.05.2015,May-15,2015,7.6,
19.05.2015,May-15,2015,7.39,
20.05.2015,May-15,2015,7.35,
21.05.2015,May-15,2015,7.31,
22.05.2015,May-15,2015,7.28,
23.05.2015,May-15,2015,#N/A,
24.05.2015,May-15,2015,#N/A,
25.05.2015,May-15,2015,#N/A,
26.05.2015,May-15,2015,7.23,
27.05.2015,May-15,2015,7.18,
28.05.2015,May-15,2015,7.19,
29.05.2015,May-15,2015,7.31,
30.05.2015,May-15,2015,#N/A,
31.05.2015,May-15,2015,#N/A,
01.06.2015,Jun-15,2015,7.24,
02.06.2015,Jun-15,2015,7.44,
03.06.2015,Jun-15,2015,7.49,
04.06.2015,Jun-15,2015,7.4,
05.06.2015,Jun-15,2015,7.41,
06.06.2015,Jun-15,2015,#N/A,
07.06.2015,Jun-15,2015,#N/A,
08.06.2015,Jun-15,2015,7.46,
09.06.2015,Jun-15,2015,7.57,
10.06.2015,Jun-15,2015,7.58,
11.06.2015,Jun-15,2015,7.52,
12.06.2015,Jun-15,2015,7.59,
13.06.2015,Jun-15,2015,#N/A,
14.06.2015,Jun-15,2015,#N/A,
15.06.2015,Jun-15,2015,7.53,
16.06.2015,Jun-15,2015,7.42,
17.06.2015,Jun-15,2015,7.46,
18.06.2015,Jun-15,2015,7.45,
19.06.2015,Jun-15,2015,7.41,
20.06.2015,Jun-15,2015,#N/A,
21.06.2015,Jun-15,2015,#N/A,
22.06.2015,Jun-15,2015,7.48,
23.06.2015,Jun-15,2015,7.49,
24.06.2015,Jun-15,2015,7.47,
25.06.2015,Jun-15,2015,7.57,
26.06.2015,Jun-15,2015,7.52,
27.06.2015,Jun-15,2015,#N/A,
28.06.2015,Jun-15,2015,#N/A,
29.06.2015,Jun-15,2015,7.36,
30.06.2015,Jun-15,2015,7.44,
01.07.2015,Jul-15,2015,7.47,
02.07.2015,Jul-15,2015,7.43,
03.07.2015,Jul-15,2015,7.43,
04.07.2015,Jul-15,2015,#N/A,
05.07.2015,Jul-15,2015,#N/A,
06.07.2015,Jul-15,2015,7.36,
07.07.2015,Jul-15,2015,7.44,
08.07.2015,Jul-15,2015,7.47,
09.07.2015,Jul-15,2015,7.45,
10.07.2015,Jul-15,2015,7.58,
11.07.2015,Jul-15,2015,#N/A,
12.07.2015,Jul-15,2015,#N/A,
13.07.2015,Jul-15,2015,7.75,
14.07.2015,Jul-15,2015,7.7,
15.07.2015,Jul-15,2015,7.75,
16.07.2015,Jul-15,2015,7.64,
17.07.2015,Jul-15,2015,7.7,
18.07.2015,Jul-15,2015,#N/A,
19.07.2015,Jul-15,2015,#N/A,
20.07.2015,Jul-15,2015,7.96,
21.07.2015,Jul-15,2015,7.92,
22.07.2015,Jul-15,2015,7.93,
23.07.2015,Jul-15,2015,8.07,
24.07.2015,Jul-15,2015,7.98,
25.07.2015,Jul-15,2015,#N/A,
26.07.2015,Jul-15,2015,#N/A,
27.07.2015,Jul-15,2015,7.99,
28.07.2015,Jul-15,2015,7.99,
29.07.2015,Jul-15,2015,8.04,
30.07.2015,Jul-15,2015,7.87,
31.07.2015,Jul-15,2015,7.87,
01.08.2015,Aug-15,2015,#N/A,
02.08.2015,Aug-15,2015,#N/A,
03.08.2015,Aug-15,2015,7.93,
04.08.2015,Aug-15,2015,7.89,
05.08.2015,Aug-15,2015,7.81,
06.08.2015,Aug-15,2015,7.84,
07.08.2015,Aug-15,2015,7.76,
08.08.2015,Aug-15,2015,#N/A,
09.08.2015,Aug-15,2015,#N/A,
10.08.2015,Aug-15,2015,7.89,
11.08.2015,Aug-15,2015,8.07,
12.08.2015,Aug-15,2015,8.16,
13.08.2015,Aug-15,2015,8.17,
14.08.2015,Aug-15,2015,8.32,
15.08.2015,Aug-15,2015,#N/A,
16.08.2015,Aug-15,2015,#N/A,
17.08.2015,Aug-15,2015,8.23,
18.08.2015,Aug-15,2015,8.24,
19.08.2015,Aug-15,2015,8.3,
20.08.2015,Aug-15,2015,8.37,
21.08.2015,Aug-15,2015,8.19,
22.08.2015,Aug-15,2015,#N/A,
23.08.2015,Aug-15,2015,#N/A,
24.08.2015,Aug-15,2015,8.16,
25.08.2015,Aug-15,2015,8.22,
26.08.2015,Aug-15,2015,8.09,
27.08.2015,Aug-15,2015,8.04,
28.08.2015,Aug-15,2015,8.08,
29.08.2015,Aug-15,2015,#N/A,
30.08.2015,Aug-15,2015,#N/A,
31.08.2015,Aug-15,2015,8.04,
01.09.2015,Sep-15,2015,7.97,
02.09.2015,Sep-15,2015,8.09,
03.09.2015,Sep-15,2015,8.16,
04.09.2015,Sep-15,2015,8.08,
05.09.2015,Sep-15,2015,#N/A,
06.09.2015,Sep-15,2015,#N/A,
07.09.2015,Sep-15,2015,8.07,
08.09.2015,Sep-15,2015,8.22,
09.09.2015,Sep-15,2015,8.26,
10.09.2015,Sep-15,2015,8.28,
11.09.2015,Sep-15,2015,8.22,
12.09.2015,Sep-15,2015,#N/A,
13.09.2015,Sep-15,2015,#N/A,
14.09.2015,Sep-15,2015,8.21,
15.09.2015,Sep-15,2015,8.17,
16.09.2015,Sep-15,2015,8.22,
17.09.2015,Sep-15,2015,8.2,
18.09.2015,Sep-15,2015,8.1,
19.09.2015,Sep-15,2015,#N/A,
20.09.2015,Sep-15,2015,#N/A,
21.09.2015,Sep-15,2015,7.98,
22.09.2015,Sep-15,2015,8,
23.09.2015,Sep-15,2015,8.05,
24.09.2015,Sep-15,2015,7.99,
25.09.2015,Sep-15,2015,7.98,
26.09.2015,Sep-15,2015,#N/A,
27.09.2015,Sep-15,2015,#N/A,
28.09.2015,Sep-15,2015,7.89,
29.09.2015,Sep-15,2015,7.94,
30.09.2015,Sep-15,2015,8.13,
01.10.2015,Oct-15,2015,8.14,
02.10.2015,Oct-15,2015,8.11,
03.10.2015,Oct-15,2015,#N/A,
04.10.2015,Oct-15,2015,#N/A,
05.10.2015,Oct-15,2015,8.18,
06.10.2015,Oct-15,2015,8.19,
07.10.2015,Oct-15,2015,8.09,
08.10.2015,Oct-15,2015,8.11,
09.10.2015,Oct-15,2015,8.32,
10.10.2015,Oct-15,2015,#N/A,
11.10.2015,Oct-15,2015,#N/A,
12.10.2015,Oct-15,2015,8.29,
13.10.2015,Oct-15,2015,8.33,
14.10.2015,Oct-15,2015,8.42,
15.10.2015,Oct-15,2015,8.42,
16.10.2015,Oct-15,2015,8.38,
17.10.2015,Oct-15,2015,#N/A,
18.10.2015,Oct-15,2015,#N/A,
19.10.2015,Oct-15,2015,8.34,
20.10.2015,Oct-15,2015,8.44,
21.10.2015,Oct-15,2015,8.43,
22.10.2015,Oct-15,2015,8.47,
23.10.2015,Oct-15,2015,8.6,
24.10.2015,Oct-15,2015,#N/A,
25.10.2015,Oct-15,2015,#N/A,
26.10.2015,Oct-15,2015,8.64,
27.10.2015,Oct-15,2015,8.59,
28.10.2015,Oct-15,2015,8.56,
29.10.2015,Oct-15,2015,8.65,
30.10.2015,Oct-15,2015,8.64,
31.10.2015,Oct-15,2015,#N/A,
01.11.2015,Nov-15,2015,#N/A,
02.11.2015,Nov-15,2015,8.58,
03.11.2015,Nov-15,2015,8.44,
04.11.2015,Nov-15,2015,8.38,
05.11.2015,Nov-15,2015,8.45,
06.11.2015,Nov-15,2015,8.39,
07.11.2015,Nov-15,2015,#N/A,
08.11.2015,Nov-15,2015,#N/A,
09.11.2015,Nov-15,2015,8.32,
10.11.2015,Nov-15,2015,8.42,
11.11.2015,Nov-15,2015,8.43,
12.11.2015,Nov-15,2015,8.36,
13.11.2015,Nov-15,2015,8.38,
14.11.2015,Nov-15,2015,#N/A,
15.11.2015,Nov-15,2015,#N/A,
16.11.2015,Nov-15,2015,8.5,
17.11.2015,Nov-15,2015,8.58,
18.11.2015,Nov-15,2015,8.58,
19.11.2015,Nov-15,2015,8.62,
20.11.2015,Nov-15,2015,8.51,
21.11.2015,Nov-15,2015,#N/A,
22.11.2015,Nov-15,2015,#N/A,
23.11.2015,Nov-15,2015,8.56,
24.11.2015,Nov-15,2015,8.65,
25.11.2015,Nov-15,2015,8.62,
26.11.2015,Nov-15,2015,8.58,
27.11.2015,Nov-15,2015,8.56,
28.11.2015,Nov-15,2015,#N/A,
29.11.2015,Nov-15,2015,#N/A,
30.11.2015,Nov-15,2015,8.58,
01.12.2015,Dec-15,2015,8.55,
02.12.2015,Dec-15,2015,8.49,
03.12.2015,Dec-15,2015,8.58,
04.12.2015,Dec-15,2015,8.52,
05.12.2015,Dec-15,2015,#N/A,
06.12.2015,Dec-15,2015,#N/A,
07.12.2015,Dec-15,2015,8.42,
08.12.2015,Dec-15,2015,8.42,
09.12.2015,Dec-15,2015,8.4,
10.12.2015,Dec-15,2015,8.36,
11.12.2015,Dec-15,2015,8.07,
12.12.2015,Dec-15,2015,#N/A,
13.12.2015,Dec-15,2015,#N/A,
14.12.2015,Dec-15,2015,8.09,
15.12.2015,Dec-15,2015,8.19,
16.12.2015,Dec-15,2015,8.12,
17.12.2015,Dec-15,2015,8.07,
18.12.2015,Dec-15,2015,8.07,
19.12.2015,Dec-15,2015,#N/A,
20.12.2015,Dec-15,2015,#N/A,
21.12.2015,Dec-15,2015,8.18,
22.12.2015,Dec-15,2015,8.25,
23.12.2015,Dec-15,2015,8.22,
24.12.2015,Dec-15,2015,#N/A,
25.12.2015,Dec-15,2015,#N/A,
26.12.2015,Dec-15,2015,#N/A,
27.12.2015,Dec-15,2015,#N/A,
28.12.2015,Dec-15,2015,8.32,
29.12.2015,Dec-15,2015,8.27,
30.12.2015,Dec-15,2015,8.22,
31.12.2015,Dec-15,2015,#N/A,
01.01.2016,Jan-16,2016,#N/A,
02.01.2016,Jan-16,2016,#N/A,
03.01.2016,Jan-16,2016,#N/A,
04.01.2016,Jan-16,2016,8.05,
05.01.2016,Jan-16,2016,8,
06.01.2016,Jan-16,2016,7.76,
07.01.2016,Jan-16,2016,7.53,
08.01.2016,Jan-16,2016,7.42,
09.01.2016,Jan-16,2016,#N/A,
10.01.2016,Jan-16,2016,#N/A,
11.01.2016,Jan-16,2016,7.14,
12.01.2016,Jan-16,2016,7.1,
13.01.2016,Jan-16,2016,7.25,
14.01.2016,Jan-16,2016,7.08,
15.01.2016,Jan-16,2016,6.68,
16.01.2016,Jan-16,2016,#N/A,
17.01.2016,Jan-16,2016,#N/A,
18.01.2016,Jan-16,2016,6.71,
19.01.2016,Jan-16,2016,6.81,
20.01.2016,Jan-16,2016,6.31,
21.01.2016,Jan-16,2016,6.18,
22.01.2016,Jan-16,2016,6.31,
23.01.2016,Jan-16,2016,#N/A,
24.01.2016,Jan-16,2016,#N/A,
25.01.2016,Jan-16,2016,5.88,
26.01.2016,Jan-16,2016,6.06,
27.01.2016,Jan-16,2016,5.89,
28.01.2016,Jan-16,2016,6.05,
29.01.2016,Jan-16,2016,6.03,
30.01.2016,Jan-16,2016,#N/A,
31.01.2016,Jan-16,2016,#N/A,
01.02.2016,Feb-16,2016,5.68,
02.02.2016,Feb-16,2016,5.79,
03.02.2016,Feb-16,2016,5.61,
04.02.2016,Feb-16,2016,5.6,
05.02.2016,Feb-16,2016,5.54,
06.02.2016,Feb-16,2016,#N/A,
07.02.2016,Feb-16,2016,#N/A,
08.02.2016,Feb-16,2016,5.23,
09.02.2016,Feb-16,2016,4.94,
10.02.2016,Feb-16,2016,4.87,
11.02.2016,Feb-16,2016,4.72,
12.02.2016,Feb-16,2016,5.05,
13.02.2016,Feb-16,2016,#N/A,
14.02.2016,Feb-16,2016,#N/A,
15.02.2016,Feb-16,2016,4.8,
16.02.2016,Feb-16,2016,4.68,
17.02.2016,Feb-16,2016,5.08,
18.02.2016,Feb-16,2016,5.24,
19.02.2016,Feb-16,2016,5.15,
20.02.2016,Feb-16,2016,#N/A,
21.02.2016,Feb-16,2016,#N/A,
22.02.2016,Feb-16,2016,5.39,
23.02.2016,Feb-16,2016,4.88,
24.02.2016,Feb-16,2016,4.86,
25.02.2016,Feb-16,2016,5.05,
26.02.2016,Feb-16,2016,4.98,
27.02.2016,Feb-16,2016,#N/A,
28.02.2016,Feb-16,2016,#N/A,
29.02.2016,Feb-16,2016,4.98,
01.03.2016,Mar-16,2016,4.97,
02.03.2016,Mar-16,2016,4.95,
03.03.2016,Mar-16,2016,4.87,
04.03.2016,Mar-16,2016,4.9,
05.03.2016,Mar-16,2016,#N/A,
06.03.2016,Mar-16,2016,#N/A,
07.03.2016,Mar-16,2016,5.08,
08.03.2016,Mar-16,2016,5,
09.03.2016,Mar-16,2016,5.08,
10.03.2016,Mar-16,2016,4.9,
11.03.2016,Mar-16,2016,4.97,
12.03.2016,Mar-16,2016,#N/A,
13.03.2016,Mar-16,2016,#N/A,
14.03.2016,Mar-16,2016,4.87,
15.03.2016,Mar-16,2016,4.85,
16.03.2016,Mar-16,2016,4.97,
17.03.2016,Mar-16,2016,5,
18.03.2016,Mar-16,2016,4.94,
19.03.2016,Mar-16,2016,#N/A,
20.03.2016,Mar-16,2016,#N/A,
21.03.2016,Mar-16,2016,4.86,
22.03.2016,Mar-16,2016,4.82,
23.03.2016,Mar-16,2016,4.8,
24.03.2016,Mar-16,2016,4.84,
25.03.2016,Mar-16,2016,#N/A,
26.03.2016,Mar-16,2016,#N/A,
27.03.2016,Mar-16,2016,#N/A,
28.03.2016,Mar-16,2016,#N/A,
29.03.2016,Mar-16,2016,4.77,
30.03.2016,Mar-16,2016,4.95,
31.03.2016,Mar-16,2016,5.2,
01.04.2016,Apr-16,2016,5.18,
02.04.2016,Apr-16,2016,#N/A,
03.04.2016,Apr-16,2016,#N/A,
04.04.2016,Apr-16,2016,5.3,
05.04.2016,Apr-16,2016,5.21,
06.04.2016,Apr-16,2016,5.3,
07.04.2016,Apr-16,2016,5.26,
08.04.2016,Apr-16,2016,5.4,
09.04.2016,Apr-16,2016,#N/A,
10.04.2016,Apr-16,2016,#N/A,
11.04.2016,Apr-16,2016,5.56,
12.04.2016,Apr-16,2016,5.57,
13.04.2016,Apr-16,2016,5.52,
14.04.2016,Apr-16,2016,5.59,
15.04.2016,Apr-16,2016,5.48,
16.04.2016,Apr-16,2016,#N/A,
17.04.2016,Apr-16,2016,#N/A,
18.04.2016,Apr-16,2016,5.46,
19.04.2016,Apr-16,2016,5.55,
20.04.2016,Apr-16,2016,5.53,
21.04.2016,Apr-16,2016,5.73,
22.04.2016,Apr-16,2016,5.96,
23.04.2016,Apr-16,2016,#N/A,
24.04.2016,Apr-16,2016,#N/A,
25.04.2016,Apr-16,2016,5.9,
26.04.2016,Apr-16,2016,6.6,
27.04.2016,Apr-16,2016,6.84,
28.04.2016,Apr-16,2016,6.33,
29.04.2016,Apr-16,2016,6.16,
30.04.2016,Apr-16,2016,#N/A,
01.05.2016,May-16,2016,#N/A,
02.05.2016,May-16,2016,6.07,
03.05.2016,May-16,2016,5.96,
04.05.2016,May-16,2016,6.12,
05.05.2016,May-16,2016,6.2,
06.05.2016,May-16,2016,5.85,
07.05.2016,May-16,2016,#N/A,
08.05.2016,May-16,2016,#N/A,
09.05.2016,May-16,2016,5.69,
10.05.2016,May-16,2016,5.89,
11.05.2016,May-16,2016,5.99,
12.05.2016,May-16,2016,5.8,
13.05.2016,May-16,2016,5.81,
14.05.2016,May-16,2016,#N/A,
15.05.2016,May-16,2016,#N/A,
16.05.2016,May-16,2016,6.07,
17.05.2016,May-16,2016,6.03,
18.05.2016,May-16,2016,6.04,
19.05.2016,May-16,2016,5.97,
20.05.2016,May-16,2016,5.95,
21.05.2016,May-16,2016,#N/A,
22.05.2016,May-16,2016,#N/A,
23.05.2016,May-16,2016,5.72,
24.05.2016,May-16,2016,5.78,
25.05.2016,May-16,2016,5.85,
26.05.2016,May-16,2016,6.01,
27.05.2016,May-16,2016,6.03,
28.05.2016,May-16,2016,#N/A,
29.05.2016,May-16,2016,#N/A,
30.05.2016,May-16,2016,6.1,
31.05.2016,May-16,2016,6.09,
01.06.2016,Jun-16,2016,5.95,
02.06.2016,Jun-16,2016,6.01,
03.06.2016,Jun-16,2016,5.93,
04.06.2016,Jun-16,2016,#N/A,
05.06.2016,Jun-16,2016,#N/A,
06.06.2016,Jun-16,2016,6.2,
07.06.2016,Jun-16,2016,6.11,
08.06.2016,Jun-16,2016,6.1,
09.06.2016,Jun-16,2016,6.1,
10.06.2016,Jun-16,2016,5.94,
11.06.2016,Jun-16,2016,#N/A,
12.06.2016,Jun-16,2016,#N/A,
13.06.2016,Jun-16,2016,5.86,
14.06.2016,Jun-16,2016,5.86,
15.06.2016,Jun-16,2016,5.9,
16.06.2016,Jun-16,2016,5.7,
17.06.2016,Jun-16,2016,5.65,
18.06.2016,Jun-16,2016,#N/A,
19.06.2016,Jun-16,2016,#N/A,
20.06.2016,Jun-16,2016,5.85,
21.06.2016,Jun-16,2016,5.56,
22.06.2016,Jun-16,2016,5.66,
23.06.2016,Jun-16,2016,5.64,
24.06.2016,Jun-16,2016,4.96,
25.06.2016,Jun-16,2016,#N/A,
26.06.2016,Jun-16,2016,#N/A,
27.06.2016,Jun-16,2016,4.77,
28.06.2016,Jun-16,2016,4.69,
29.06.2016,Jun-16,2016,4.51,
30.06.2016,Jun-16,2016,4.46,
01.07.2016,Jul-16,2016,4.6,
02.07.2016,Jul-16,2016,#N/A,
03.07.2016,Jul-16,2016,#N/A,
04.07.2016,Jul-16,2016,4.95,
05.07.2016,Jul-16,2016,4.71,
06.07.2016,Jul-16,2016,4.57,
07.07.2016,Jul-16,2016,4.57,
08.07.2016,Jul-16,2016,4.54,
09.07.2016,Jul-16,2016,#N/A,
10.07.2016,Jul-16,2016,#N/A,
11.07.2016,Jul-16,2016,4.42,
12.07.2016,Jul-16,2016,4.62,
13.07.2016,Jul-16,2016,4.76,
14.07.2016,Jul-16,2016,4.77,
15.07.2016,Jul-16,2016,4.92,
16.07.2016,Jul-16,2016,#N/A,
17.07.2016,Jul-16,2016,#N/A,
18.07.2016,Jul-16,2016,4.84,
19.07.2016,Jul-16,2016,4.67,
20.07.2016,Jul-16,2016,4.67,
21.07.2016,Jul-16,2016,4.64,
22.07.2016,Jul-16,2016,4.56,
23.07.2016,Jul-16,2016,#N/A,
24.07.2016,Jul-16,2016,#N/A,
25.07.2016,Jul-16,2016,4.59,
26.07.2016,Jul-16,2016,4.52,
27.07.2016,Jul-16,2016,4.52,
28.07.2016,Jul-16,2016,4.48,
29.07.2016,Jul-16,2016,4.41,
30.07.2016,Jul-16,2016,#N/A,
31.07.2016,Jul-16,2016,#N/A,
01.08.2016,Aug-16,2016,4.37,
02.08.2016,Aug-16,2016,4.4,
03.08.2016,Aug-16,2016,4.61,
04.08.2016,Aug-16,2016,4.69,
05.08.2016,Aug-16,2016,4.72,
06.08.2016,Aug-16,2016,#N/A,
07.08.2016,Aug-16,2016,#N/A,
08.08.2016,Aug-16,2016,4.93,
09.08.2016,Aug-16,2016,4.88,
10.08.2016,Aug-16,2016,4.77,
11.08.2016,Aug-16,2016,4.88,
12.08.2016,Aug-16,2016,4.89,
13.08.2016,Aug-16,2016,#N/A,
14.08.2016,Aug-16,2016,#N/A,
15.08.2016,Aug-16,2016,4.79,
16.08.2016,Aug-16,2016,4.68,
17.08.2016,Aug-16,2016,4.49,
18.08.2016,Aug-16,2016,4.66,
19.08.2016,Aug-16,2016,4.75,
20.08.2016,Aug-16,2016,#N/A,
21.08.2016,Aug-16,2016,#N/A,
22.08.2016,Aug-16,2016,4.88,
23.08.2016,Aug-16,2016,4.7,
24.08.2016,Aug-16,2016,4.59,
25.08.2016,Aug-16,2016,4.7,
26.08.2016,Aug-16,2016,4.7,
27.08.2016,Aug-16,2016,#N/A,
28.08.2016,Aug-16,2016,#N/A,
29.08.2016,Aug-16,2016,4.69,
30.08.2016,Aug-16,2016,4.56,
31.08.2016,Aug-16,2016,4.46,
01.09.2016,Sep-16,2016,4.38,
02.09.2016,Sep-16,2016,4.09,
03.09.2016,Sep-16,2016,#N/A,
04.09.2016,Sep-16,2016,#N/A,
05.09.2016,Sep-16,2016,3.91,
06.09.2016,Sep-16,2016,4.14,
07.09.2016,Sep-16,2016,4.01,
08.09.2016,Sep-16,2016,4.07,
09.09.2016,Sep-16,2016,4.08,
10.09.2016,Sep-16,2016,#N/A,
11.09.2016,Sep-16,2016,#N/A,
12.09.2016,Sep-16,2016,4.04,
13.09.2016,Sep-16,2016,4.03,
14.09.2016,Sep-16,2016,3.99,
15.09.2016,Sep-16,2016,4.14,
16.09.2016,Sep-16,2016,4.35,
17.09.2016,Sep-16,2016,#N/A,
18.09.2016,Sep-16,2016,#N/A,
19.09.2016,Sep-16,2016,4.4,
20.09.2016,Sep-16,2016,4.17,
21.09.2016,Sep-16,2016,4.21,
22.09.2016,Sep-16,2016,4.43,
23.09.2016,Sep-16,2016,4.55,
24.09.2016,Sep-16,2016,#N/A,
25.09.2016,Sep-16,2016,#N/A,
26.09.2016,Sep-16,2016,4.63,
27.09.2016,Sep-16,2016,4.44,
28.09.2016,Sep-16,2016,4.96,
29.09.2016,Sep-16,2016,5.02,
30.09.2016,Sep-16,2016,4.97,
01.10.2016,Oct-16,2016,#N/A,
02.10.2016,Oct-16,2016,#N/A,
03.10.2016,Oct-16,2016,5.31,
04.10.2016,Oct-16,2016,5.19,
05.10.2016,Oct-16,2016,5.48,
06.10.2016,Oct-16,2016,5.86,
07.10.2016,Oct-16,2016,5.69,
08.10.2016,Oct-16,2016,#N/A,
09.10.2016,Oct-16,2016,#N/A,
10.10.2016,Oct-16,2016,5.67,
11.10.2016,Oct-16,2016,5.42,
12.10.2016,Oct-16,2016,5.52,
13.10.2016,Oct-16,2016,5.66,
